Category,Phrases,Number of Words,Total Number of Letters,First Word Letters
Place,Tropical Wilderness,2,18,8
Place,Tropical-Plant Gardens,2,20,13
Place,Truck Stop,2,9,5
Place,Truck Weigh Station,3,17,5
Place,Tuck Jumps,2,9,4
Place,Tucked Away Eateries,3,18,6
Place,Tucked-Away Eateries,2,18,10
Place,Tudor-Style House,2,15,10
Place,Tunnel Mine,2,10,6
Place,Tunnels & Chambers,2,15,7
Place,Turkey Farm,2,10,6
Place,Turkish Bathhouse,2,16,7
Place,Turning Lane,2,11,7
Place,Turnpike Exit,2,12,8
Place,Turtle Hill,2,10,6
Place,Twin Peaks,2,9,4
Place,Two-Bedroom Apartment,2,19,10
Place,Two-Car Garage,2,12,6
Place,Two-Way Street,2,12,6
Place,U.S. Installations,2,15,2
Place,U.S. Post Office,3,12,2
Place,Ultimate Honeymoon Destination,3,28,8
Place,Ultra-Chic Cities,2,15,9
Place,Uncommon Destinations,2,20,8
Place,Uncrowded Beach,2,14,9
Place,Uncrowded Beaches,2,16,9
Place,Uncrowded Spaces,2,15,9
Place,Undergraduate Library,2,20,13
Place,Underground Cave,2,15,11
Place,Underground Cave With Bubbling Streams,5,34,11
Place,Underground Food Courts,3,21,11
Place,Underground Garage,2,17,11
Place,Underground Laboratory,2,21,11
Place,Underground Nightclubs,2,21,11
Place,Underground Parking Garage,3,24,11
Place,Underground Passageways,2,22,11
Place,Underground Rail Station,3,22,11
Place,Underground Shopping Center,3,25,11
Place,Underground Tunnel,2,17,11
Place,Underground Vault,2,16,11
Place,Underground-Camp Shrines,2,22,15
Place,Underground-Cave Shrines,2,22,15
Place,Underwater Canyon,2,16,10
Place,Underwater Cave,2,14,10
Place,Underwater Caves,2,15,10
Place,Underwater Cities,2,16,10
Place,Underwater Garden,2,16,10
Place,Underwater Preserves,2,19,10
Place,Underwater World,2,15,10
Place,Undisclosed Location,2,19,11
Place,Undiscovered Beaches,2,19,12
Place,Undiscovered Local Hangouts,3,25,12
Place,Unemployment Agency,2,18,12
Place,Unfinished Attic,2,15,10
Place,Unfinished Basement,2,18,10
Place,Unforgettable Destinations,2,25,13
Place,Unfurnished Apartments,2,21,11
Place,Unhabited Desert,2,15,9
Place,Unidentified Flying Objects,3,25,12
Place,Uninhabited Desert,2,17,11
Place,Uninhabited Mining Town,3,21,11
Place,Unique Barrios,2,13,6
Place,Unique Beaches,2,13,6
Place,Unique Cities,2,12,6
Place,Unique Closed Balconies,3,21,6
Place,Unique Hiking Trails,3,18,6
Place,Unique Hotels,2,12,6
Place,Unique Neighborhoods,2,19,6
Place,Unique Places,2,12,6
Place,Unique Shops,2,11,6
Place,Unique Terrain,2,13,6
Place,United States Capitol Hill,4,23,6
Place,United States Embassy,3,19,6
Place,United States Space Camp,4,21,6
Place,Universities % Institutes,3,23,12
Place,Universities & Institutes,2,22,12
Place,University Bookstore,2,19,10
Place,University Library,2,17,10
Place,University Towns,2,15,10
Place,Unspoiled Beaches,2,16,9
Place,Unspoiled Coastlines,2,19,9
Place,Unspoiled Forest,2,15,9
Place,Unspoiled Paradise,2,17,9
Place,Unspoilt Beaches,2,15,8
Place,Untouched Wilderness,2,19,9
Place,Unusual Theme Park,3,16,7
Place,Up On The Roof,4,11,2
Place,Updated Fitness Center,3,20,7
Place,Upheaval Dome,2,12,8
Place,Upland Prairies,2,14,6
Place,Upmarket Shops,2,13,8
Place,Upper Right-Hand Corner,3,20,5
Place,Upscale Boutique Hotel,3,20,7
Place,Upscale Food Court,3,16,7
Place,Upscale Hotel,2,12,7
Place,Upscale Hotels,2,13,7
Place,Upscale Neighborhood,2,19,7
Place,Upscale Pedestrian Shopping Mall,4,29,7
Place,Upscale Restaurant,2,17,7
Place,Upscale Restaurants,2,18,7
Place,Upscale Rustic Cabin,3,18,7
Place,Upscale Shops,2,12,7
Place,Upscale Spas,2,11,7
Place,Upstairs Dance Club,3,17,8
Place,Upstairs Loft,2,12,8
Place,Upstairs Patio,2,13,8
Place,Upstate New York,3,14,7
Place,Urban Area,2,9,5
Place,Urban Hot Spot,3,12,5
Place,Urban Oasis,2,10,5
Place,Urban Olive Grove,3,15,5
Place,Urban Parkland,2,13,5
Place,Urban Rock-Climbing Areas,3,22,5
Place,Urban Wilderness,2,15,5
Place,Used Bookstore,2,13,4
Place,Utility Room,2,11,7
Place,Utopia,1,6,6
Place,Utterly Charming Neighborhood,3,27,7
Place,Vacant Apartment,2,15,6
Place,Vacant Building,2,14,6
Place,Vacant Lot,2,9,6
Place,Vacation Cottage,2,15,8
Place,Vacation Destination Spa,3,22,8
Place,Vacation Destinations,2,20,8
Place,Vacation House,2,13,8
Place,Vacation Rental,2,14,8
Place,Vaccination Clinic,2,17,11
Place,Valleys Of The Susquehanna,4,23,7
Place,Vanity Galleries,2,15,6
Place,Vantage Point,2,12,7
Place,Variety Of Crops Grown All Year Round,7,31,7
Place,Variety Store,2,12,7
Place,Vast Expanse Of Prairie,4,20,4
Place,Vast Galaxy,2,10,4
Place,Vast Plains,2,10,4
Place,Vast Territory,2,13,4
Place,Vast Vineyards,2,13,4
Place,Vast Wilderness,2,14,4
Place,Vatican City,2,11,7
Place,Vegan Restaurant,2,15,5
Place,Vegetable Farm,2,13,9
Place,Vegetable Garden,2,15,9
Place,Vegetable Patch,2,14,9
Place,Vegetarian Market,2,16,10
Place,Vegetarian Restaurants,2,21,10
Place,Vendor Booth,2,11,6
Place,Verdant Forests,2,14,7
Place,Verdant Meadows,2,14,7
Place,Vertical Shaft,2,13,8
Place,Very Narrow Streets,3,17,4
Place,Veterinary Clinic,2,16,10
Place,Veterinary School,2,16,10
Place,Vibrant & Diverse Cities,3,20,7
Place,Vibrant City,2,11,7
Place,Vibrant Coastline,2,16,7
Place,Vibrant Historic Downtown Areas,4,28,7
Place,Victoria Peak,2,12,8
Place,Victorian Building,2,17,9
Place,Victorian Home,2,13,9
Place,Victorian Villages,2,17,9
Place,Video Arcade,2,11,5
Place,Video Game Arcade,3,15,5
Place,Video Lottery Terminal,3,20,5
Place,Video-Game Arcade,2,15,9
Place,Viking History Museum,3,19,6
Place,Viking Longhouses,2,16,6
Place,Viking Settlement,2,16,6
Place,Villas That Are Centuries Old,5,25,6
Place,Vineyard,1,8,8
Place,Vintage Boutique,2,15,7
Place,Vintage Clothing,2,15,7
Place,Vintage Clothing Store,3,20,7
Place,Vintage Store,2,12,7
Place,Vintage-Clothing Store,2,20,15
Place,Vip Lounge,2,9,3
Place,Virtual Field Trip,3,16,7
Place,Virtual World,2,12,7
Place,Visitor Center,2,13,7
Place,Visitor Information Center,3,24,7
Place,Visitor's Center,2,14,8
Place,Visitors' Area,2,12,8
Place,Visitors' Center,2,14,8
Place,Vocational School,2,16,10
Place,Vocational Technical School,3,25,10
Place,Vocational-Technical School,2,25,19
Place,Volcanic Caldera,2,15,8
Place,Volcanic Islands,2,15,8
Place,Volcanic Mountain Ranges,3,22,8
Place,Volleyball Court,2,15,10
Place,Voting Booth,2,11,6
Place,Wading Pool,2,10,6
Place,Waiting Room,2,11,7
Place,Walk Of Fame,3,10,4
Place,Walkable Downtown Area,3,20,8
Place,Walk-In Closet,2,12,6
Place,Walk-In-Closet,1,12,12
Place,Walking Path,2,11,7
Place,Walking Trails & Horse Paths,4,23,7
Place,Wall Hooks,2,9,4
Place,Wall Street Investment Bank,4,24,4
Place,Walton's Mountain,2,15,7
Place,Warm & Cozy Cafe,3,12,4
Place,Warm & Toasty Home,3,14,4
Place,Warm Comforting Log Cabin,4,22,4
Place,Warm Lagoon,2,10,4
Place,Warm Sandy Beaches,3,16,4
Place,Warm Welcoming City,3,17,4
Place,Warsaw Poland,2,12,6
Place,Wasting Time To Leave,4,18,7
Place,Water Park,2,9,5
Place,Water Playground,2,15,5
Place,Water's Edge,2,10,6
Place,Waterfront Apartment,2,19,10
Place,Waterfront Art Museum,3,19,10
Place,Waterfront Bistro,2,16,10
Place,Waterfront Buildings,2,19,10
Place,Waterfront Condominium,2,21,10
Place,Waterfront Promenade,2,19,10
Place,Waterfront Property,2,18,10
Place,Waterfront Restaurant,2,20,10
Place,Waterfront Restaurants,2,21,10
Place,Waterfront Suite,2,15,10
Place,Waterfront Views,2,15,10
Place,Watermills,1,10,10
Place,Wax Museum,2,9,3
Place,We Think Alike,3,12,2
Place,Wealthy Resort Town,3,17,7
Place,Wedding Chapel,2,13,7
Place,Wedding Salon,2,12,7
Place,Wedding Venue,2,12,7
Place,Wedding Venues,2,13,7
Place,Weight Room,2,10,6
Place,Welcome Stopover,2,15,7
Place,Welcome-Home Party,2,16,11
Place,Well Equipped Fitness Gym,4,22,4
Place,Well Equipped Fitness Room,4,23,4
Place,Well Preserved Castles,3,20,4
Place,Well Stocked Supply Room,4,21,4
Place,Well Stocked Supply Room Place,5,26,4
Place,Well-Equipped Fitness Gym,3,22,12
Place,Well-Known Hiking Trails,3,21,9
Place,Well-Lit Street,2,13,7
Place,Well-Planned City Parks,3,20,11
Place,Well-Preserved Castles,2,20,13
Place,Well-Preserved Historic Sites,3,26,13
Place,Well-Stocked Supply Room,3,21,11
Place,West Indies,2,10,4
Place,West Potomac Park,3,15,4
Place,West Wing Of The White House,6,23,4
Place,Westbound Freeway,2,16,9
Place,Western Ranches,2,14,7
Place,Western-Wear Clothing Stores,3,25,11
Place,Westeros & Essos,2,13,8
Place,Westros & Essos,2,12,7
Place,Wetlands,1,8,8
Place,Wetlands & Swamps,2,14,8
Place,Wharfs & Ports,2,11,6
Place,Wharfs And Ports,3,14,6
Place,Wheat Farm,2,9,5
Place,Wheat Field,2,10,5
Place,Wheelhouse,1,10,10
Place,Where The Sidewalk Ends,4,20,5
Place,Whistle Stop,2,11,7
Place,White House Blue Room,4,18,5
Place,White House Cabinet Room,4,21,5
Place,White House Press Room,4,19,5
Place,White Powder Beaches,3,18,5
Place,White Sand Beaches Of The West,6,25,5
Place,White Sandy Beaches,3,17,5
Place,White Stucco Building,3,19,5
Place,White-Sand Beaches,2,16,9
Place,White-Sand Beaches Of The West,5,25,9
Place,Whitewashed Towns,2,16,11
Place,Wholesale Fish Market,3,19,9
Place,Wholesale Warehouses,2,19,9
Place,Whoville,1,8,8
Place,Wide & Windblown Beaches,3,20,4
Place,Wide & Wind-Blown Beaches,3,20,4
Place,Wide Open Plains,3,14,4
Place,Wide Supermarket Aisle,3,20,4
Place,Wide Supermarket Aisles,3,21,4
Place,Wide-Open Pastures,2,16,8
Place,Wide-Open Plains,2,14,8
Place,Wide-Open Seas,2,12,8
Place,Wide-Open Spaces,2,14,8
Place,Wi-Fi Hotspots,2,12,4
Place,Wild Animal Park,3,14,4
Place,Wild Islands,2,11,4
Place,Wild Moorland,2,12,4
Place,Wilderness Area,2,14,10
Place,Wilderness Recreation Area,3,24,10
Place,Wilderness Retreat,2,17,10
Place,Wildfire Refuge,2,14,8
Place,Wildflower Garden,2,16,10
Place,Wildflower Meadow,2,16,10
Place,Wildlife Habitat,2,15,8
Place,Wildlife Habitats,2,16,8
Place,Wildlife Havens,2,14,8
Place,Wildlife Observatory,2,19,8
Place,Wildlife Park,2,12,8
Place,Wildlife Parks,2,13,8
Place,Wildlife Preserve,2,16,8
Place,Wildlife Refuge,2,14,8
Place,Wildlife Refuges,2,15,8
Place,Wildlife Reserve,2,15,8
Place,Wildlife Sanctuary,2,17,8
Place,Wild-West Saloon,2,14,8
Place,Wind Farm,2,8,4
Place,Wind Farms,2,9,4
Place,Wind River Country,3,16,4
Place,Winding & Narrow Streets,3,20,7
Place,Winding Back Road,3,15,7
Place,Winding Island Road,3,17,7
Place,Winding Mountain Roads,3,20,7
Place,Winding Oceanfront Trails,3,23,7
Place,Winding Roads,2,12,7
Place,Winding Stretch Of Road,4,20,7
Place,Winding Trails,2,13,7
Place,Window Seat,2,10,6
Place,Windswept Beaches,2,16,9
Place,Wind-Turbine Farms,2,16,11
Place,Wind-Whipped,1,11,11
Place,Windy Bluff,2,10,5
Place,Windy Roads,2,10,5
Place,Wine Bar,2,7,4
Place,Wine Bars,2,8,4
Place,Wine Cellar,2,10,4
Place,Wine Country,2,11,4
Place,Wine Shop,2,8,4
Place,Wine Vineyards,2,13,4
Place,Winter Hideaway,2,14,6
Place,Winterfell,1,10,10
Place,Wisteria Lane,2,12,8
Place,Women's Colleges,2,14,6
Place,Women's Locker Room,3,16,6
Place,Wonderful City,2,13,9
Place,Wonderful Hotels,2,15,9
Place,Wondrous White-Sandy Beaches,3,25,8
Place,Wooded Paths,2,11,6
Place,Wooded Valleys,2,13,6
Place,Wooden Barn,2,10,6
Place,Wooden Cottages,2,14,6
Place,Wooden Footbridge,2,16,6
Place,Wooden Whiskey Barrels,3,20,6
Place,Woodland Parks,2,13,8
Place,Woodland Trail,2,13,8
Place,Wood-Paneled Dining Room,3,21,11
Place,Woodrow Wilson House,3,18,7
Place,Woodshed,1,8,8
Place,Woodshop,1,8,8
Place,Working Cattle Ranch,3,18,7
Place,Working Plantations,2,18,7
Place,Working Ranch,2,12,7
Place,Working-Class Neighborhood,2,24,12
Place,Workplace,1,9,9
Place,Workspace,1,9,9
Place,World Capitals,2,13,5
Place,World Famous Restaurants,3,22,5
Place,World Golf Courses,3,16,5
Place,World Heritage Site,3,17,5
Place,World Heritage Sites,3,18,5
Place,World-Class Beaches,2,17,10
Place,World-Class Fitness Clubs,3,22,10
Place,World-Class Museum & Galleries,3,25,10
Place,World-Class Museums,2,17,10
Place,World-Class Museums & Galleries,3,26,10
Place,World-Class Resort,2,16,10
Place,World-Class Spa,2,13,10
Place,World-Class Spa & Hotel,3,18,10
Place,World-Class Trails,2,16,10
Place,World-Famous Culinary School,3,25,11
Place,World-Famous Parks,2,16,11
Place,World-Famous Restaurants,2,22,11
Place,Wraparound Porch,2,15,10
Place,Writers' & Artists' Community,3,23,7
Place,Writing Studio,2,13,7
Place,Yacht Club,2,9,5
Place,Yacht Clubs,2,10,5
Place,Yacht Harbor,2,11,5
Place,Year-Round Water Funpark,3,21,9
Place,Yerba Buena Gardens,3,17,5
Place,Yoga Studio,2,10,4
Place,Your Neighbor's Driveway,3,21,4
Place,Your Own Backyard,3,15,4
Place,Youth Center,2,11,5
Place,Youth Hostel,2,11,5
Place,Youth Hostels,2,12,5
Place,Yunnanese Hamlet,2,15,9
Place,Zen Garden,2,9,3
Place,Zoological Garden,2,16,10
Thing,A Basket Full Of Fresh Fruit,6,23,1
Thing,A Beautiful Fall Day,4,17,1
Thing,A Beautiful Strand Of Pearls,5,24,1
Thing,A Bellyful Of Sugar,4,16,1
Thing,A Big Bear Hug,4,11,1
Thing,A Big Hint,3,8,1
Thing,A Big Promotion With A Pay Raise,7,26,1
Thing,A Big Win,3,7,1
Thing,A Bike Rack,3,9,1
Thing,A Bouquet Of Balloons,4,18,1
Thing,A Bouquet Of Morning Glories,5,24,1
Thing,A Bouquet Of Roses For Mom,6,21,1
Thing,A Boutique Of Morning Glories,5,25,1
Thing,A Bowl Of Boston Baked Beans,6,23,1
Thing,A Bowl Of Lucky Charms Cereal,6,24,1
Thing,A Brand New Toy Fire Engine,6,22,1
Thing,A Brand-New Toy Fire Engine,5,22,1
Thing,A Brisk Pace,3,10,1
Thing,A Bucket Of Chicken Legs & Thighs,6,26,1
Thing,A Bunch Of Bananas,4,15,1
Thing,A Camera Hanging Around My Neck,6,26,1
Thing,A Car Alarm Going Off Late At Night,8,28,1
Thing,A Case Of Wanderlust,4,17,1
Thing,A Change Of Heart,4,14,1
Thing,A Chill In The Air,5,14,1
Thing,A Collection Of Old Family Recipes,6,29,1
Thing,A Collection Of Old Family Recipes And Cookbooks,8,41,1
Thing,A Cooler Filled With Ice-Cold Beer,6,28,1
Thing,A Cooler With Bottled Water,5,23,1
Thing,A Corncob Pipe & A Button Nose,6,23,1
Thing,A Crop Of Soybeans,4,15,1
Thing,A Cure For The Common Cold,6,21,1
Thing,A Degree In Art Design,5,18,1
Thing,A Delightful Day,3,14,1
Thing,A Diet Of Fruits & Vegetables,5,23,1
Thing,A Dream Come True,4,14,1
Thing,A Dress Worn By Audrey Hepburn,6,25,1
Thing,A Fabulous Adventure,3,18,1
Thing,A Face Full Of Freckles,5,19,1
Thing,A Fairy Tale Ending,4,16,1
Thing,A Fairy-Tale Ending,3,16,1
Thing,A Father's Heart,3,13,1
Thing,A Few Laughs,3,10,1
Thing,A Firm Grip,3,9,1
Thing,A Fleet Of Historic Vessels,5,23,1
Thing,A Flight Of Stairs,4,15,1
Thing,A Foreign Language,3,16,1
Thing,A Fork In The Road,5,14,1
Thing,A Fresh Coat Of Paint,5,17,1
Thing,A Fresh Start,3,11,1
Thing,A Game Of Craps,4,12,1
Thing,A Game Of Frogger,4,14,1
Thing,A Glass Bowl Filled With Eggnog,6,26,1
Thing,A Glass Of Ginger Juice,5,19,1
Thing,A Glimpse Backstage,3,17,1
Thing,A Good Buy,3,8,1
Thing,A Good Fit,3,8,1
Thing,A Good Laugh,3,10,1
Thing,A Good Sense Of Humor,5,17,1
Thing,A Good Vibe,3,9,1
Thing,A Goofy Grin,3,10,1
Thing,A Great Big Hug,4,12,1
Thing,A Great Book,3,10,1
Thing,A Great Buy,3,9,1
Thing,A Great City,3,10,1
Thing,A Great Day,3,9,1
Thing,A Great Deal,3,10,1
Thing,A Great Photo Op,4,13,1
Thing,0,0,0,0
Thing,A Great Pick-Me-Up,3,14,1
Thing,A Great Sense Of Accomplishment,5,27,1
Thing,A Great Sense Of Humor,5,18,1
Thing,A Growing Business,3,16,1
Thing,A Handful Of Paper Clips,5,20,1
Thing,A Handful Of Paperclips,4,20,1
Thing,A Handwritten Letter,3,18,1
Thing,A Hard-And Fast Rule,4,16,1
Thing,A Hard-And-Fast Rule,3,16,1
Thing,A Heart Filled With Love,5,20,1
Thing,A High Voice,3,10,1
Thing,A Hike In The Woods,5,15,1
Thing,A Hole In One,4,10,1
Thing,A Hop Skip & A Jump,5,13,1
Thing,A Household Name,3,14,1
Thing,A Huge Favor,3,10,1
Thing,A Huge Grin,3,9,1
Thing,A Huge Hit,3,8,1
Thing,A Huge Impact,3,11,1
Thing,A Job Well Done,4,12,1
Thing,A Joyful Time,3,11,1
Thing,A Kiss On The Cheek,5,15,1
Thing,A Known Fact,3,10,1
Thing,A Letter To Santa,4,14,1
Thing,A Light Touch,3,11,1
Thing,A Light-Bulb Moment,3,16,1
Thing,A Lion's Tail Hanging Off My Belt,7,26,1
Thing,A Little More Summertime,4,21,1
Thing,A Local's Guide To The City,6,21,1
Thing,A Loud Voice,3,10,1
Thing,A Lovely Gesture,3,14,1
Thing,A Loving Father's Advice,4,20,1
Thing,A Lump Sum,3,8,1
Thing,A Medley Of Hit Songs,5,17,1
Thing,A Million-Dollar Smile,3,19,1
Thing,A Miniature New York,4,17,1
Thing,A Mother's Love,3,12,1
Thing,A Mug Of Green Beer,5,15,1
Thing,A New Bedroom Set,4,14,1
Thing,A New Car,3,7,1
Thing,A New Culture,3,11,1
Thing,A New Handbag,3,11,1
Thing,A New Idea,3,8,1
Thing,A New Pair Of Shoes,5,15,1
Thing,A New Passport Wallet,4,18,1
Thing,A New Tie,3,7,1
Thing,A Nice Hot Shower,4,14,1
Thing,A Novel Idea,3,10,1
Thing,A Pablo Picasso Masterpiece,4,24,1
Thing,A Pair Of Comfortable Skates,5,24,1
Thing,A Pair Of First-Class Airline Tickets,6,31,1
Thing,A Pair Of First-Class Airplane Tickets,6,32,1
Thing,A Panoramic View Of The City,6,23,1
Thing,A Passport With Many Stamps,5,23,1
Thing,A Pat On The Back,5,13,1
Thing,A Path Of Rose Petals,5,17,1
Thing,A Perfect Relationship,3,20,1
Thing,A Picture Of My Cat With Santa Claus,8,29,1
Thing,A Pile Of Books & Papers,5,18,1
Thing,A Pinch Of Salt,4,12,1
Thing,A Plea Of Not Guilty,5,16,1
Thing,A Pleasant Surprise,3,17,1
Thing,A Pledge Of Silence,4,16,1
Thing,A Quick Flight,3,12,1
Thing,A Quick Glance,3,12,1
Thing,A Quick Read,3,10,1
Thing,A Quick Run,3,9,1
Thing,A Quick Smooch,3,12,1
Thing,A Quiet Moment,3,12,1
Thing,A Rack Of Suit Jacketed,5,19,1
Thing,A Rack Of Suit Jackets,5,18,1
Thing,A Really Great Travel Deal,5,22,1
Thing,A Recipe For Perfect Naan,5,21,1
Thing,A Refreshing Dip In The Ocean,6,24,1
Thing,A Refreshing Swim,3,15,1
Thing,A Relaxing Bath,3,13,1
Thing,A Replica Of The Statue Of Liberty,7,28,1
Thing,A Roll Of Duct Tape,5,15,1
Thing,A Round Of Applause,4,16,1
Thing,A Round Of Golf,4,12,1
Thing,A Rush Of Adrenaline,4,17,1
Thing,A Sea Of Clouds,4,12,1
Thing,A Series Renewed For Another Season,6,30,1
Thing,A Sharp Pencil,3,12,1
Thing,A Short Stroll Before Dinner,5,24,1
Thing,A Show That Opened To Rave Reviews,7,28,1
Thing,A Sigh Of Relief,4,13,1
Thing,A Sixth Sense,3,11,1
Thing,A Smarter Smartphone,3,18,1
Thing,A Snug Fit,3,8,1
Thing,A Stack Of Cds,4,11,1
Thing,A Stack Of Greenbacks,4,18,1
Thing,A Stack Of Travel Brochures,5,23,1
Thing,A Stamp On My Passport,5,18,1
Thing,A Stamp On Your Passport,5,20,1
Thing,A String Of Pearls,4,15,1
Thing,A Stroke Of Luck,4,13,1
Thing,A Stroll Around The Block,5,21,1
Thing,A Stroll Through A Garden,5,21,1
Thing,A Suitcase Filled With Cash,5,23,1
Thing,A System Of Channels & Bridges,5,24,1
Thing,A Teachable Moment,3,16,1
Thing,A Teaspoon Of Turmeric,4,19,1
Thing,A Tempting Idea,3,13,1
Thing,A Thick Roll Of Duct Tape,6,20,1
Thing,A Thick Wad Of Bills,5,16,1
Thing,A Tight Grip,3,10,1
Thing,A Trail Of Rose Petals,5,18,1
Thing,A Tree's Growth Rings,4,17,1
Thing,A Tricolor Flag,3,13,1
Thing,A Trip For The Whole Family,6,22,1
Thing,A Trip Overseas,3,13,1
Thing,A Trip To Another Country,5,21,1
Thing,A Trip To Bali,4,11,1
Thing,A Trip To Cambridge,4,16,1
Thing,A Trip To Edinburg,4,15,1
Thing,A Trip To Edinburgh,4,16,1
Thing,A Trip To The Pumpkin Patch,6,22,1
Thing,A Tube Of Sunscreen,4,16,1
Thing,A Twinkle In My Eye,5,15,1
Thing,A Twist Of Lemon,4,13,1
Thing,A Walk In The Park,5,14,1
Thing,A Warm & Cold Sweater,4,16,1
Thing,A Warm & Cozy Sweater,4,16,1
Thing,A Warm Caring Hug,4,14,1
Thing,A Warm Cozy Fire In The Fireplace,7,27,1
Thing,A Warm Embrace,3,12,1
Thing,A Warm Welcome,3,12,1
Thing,A Wedding Plan For Everyone,5,23,1
Thing,A Wig Blowing Away In The Wind,7,24,1
Thing,A Wink & A Smile,4,11,1
Thing,A Winning A Powerball Office Pool,6,28,1
Thing,A Wonderful & Exciting Time,4,22,1
Thing,A Wonderful Daydream,3,18,1
Thing,A Wonderful Experience,3,20,1
Thing,Aaron's Rod,2,9,6
Thing,Abacus,1,6,6
Thing,Abbreviation,1,12,12
Thing,Abbreviations,1,13,13
Thing,Aboriginal Culture,2,17,10
Thing,Above Average,2,12,5
Thing,Above-Ground Pool,2,15,11
Thing,Above-Ground Subway,2,17,11
Thing,Abs & Glutes,2,9,3
Thing,Absentee Ballot,2,14,8
Thing,Absentee Vote,2,12,8
Thing,Absorption Nebula,2,16,10
Thing,Abstract Art,2,11,8
Thing,Abstract Glass Sculpture,3,22,8
Thing,Abstract Idea,2,12,8
Thing,Abundant Wildlife,2,16,8
Thing,Ac Adapter,2,9,2
Thing,Academic Excellence,2,18,8
Thing,Academic Freedom,2,15,8
Thing,Academic Grant,2,13,8
Thing,Academic Research,2,16,8
Thing,Academic Rigor,2,13,8
Thing,Academic Scholarship,2,19,8
Thing,Accelerator,1,11,11
Thing,Accessible Aquatics,2,18,10
Thing,Accessories,1,11,11
Thing,Accessories & Watches,2,18,11
Thing,Accessories And Watches,3,21,11
Thing,Acclaimed Actress,2,16,9
Thing,Accordion,1,9,9
Thing,Account Receivable,2,17,7
Thing,Accounts Receivable,2,18,8
Thing,Accounts Receiveable,2,19,8
Thing,Accumulated Balance,2,18,11
Thing,Accurate Bookkeeping,2,19,8
Thing,Accurate Estimate,2,16,8
Thing,Accurate Predictions,2,19,8
Thing,Accurate Rumor,2,13,8
Thing,Accusation,1,10,10
Thing,Ace Of Hearts,3,11,3
Thing,Aches & Pains,2,10,5
Thing,Aches And Pains,3,13,5
Thing,Achievement Award,2,16,11
Thing,Achilles Heel,2,12,8
Thing,Achilles Tendon,2,14,8
Thing,Aching Heart,2,11,6
Thing,Acid Rain,2,8,4
Thing,Acid-Washed Jeans,2,15,10
Thing,Acoustic Guitar,2,14,8
Thing,Acqua Alta,2,9,5
Thing,Acquired Trait,2,13,8
Thing,Acres Of Bright-Green Grass,4,23,5
Thing,Acres Of Land,3,11,5
Thing,Acres Of Lush Green Gardens,5,23,5
Thing,Acronym,1,7,7
Thing,Acrylic Based Overcoat,3,20,7
